"","YEAR","COMPANY","PRICE","Sell","VOLUME","MARKET CAP","EARNINGS","COGS","SALES","CASH","INVESTMENTS","RECEIVABLE","INVENTORY","DEBTS","Name","Sector","CPALTT01USM657N_PC1","GDP","GDP_PC1","T10Y2Y","M1SL_PC1","M1SL","Earnings_next_year","PROFIT"
"646",2015,"MMM",162.520004,163.774996,625600000,101672514502.4,4.956e+09,1.6447e+10,3.1821e+10,1.897e+09,6.26e+08,4.315e+09,3.706e+09,1.06e+08,"3M","Industrials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",4.833e+09,0.772207709273738
"647",2014,"MMM",136.529999,174.09,649200000,88635275350.8,4.659e+09,1.6106e+10,3.0871e+10,2.581e+09,7.56e+08,4.352e+09,3.864e+09,1.683e+09,"3M","Industrials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",4.956e+09,27.510438200472
"648",2013,"MMM",105.65,134.97,681900000,72042736364,4.444e+09,1.5685e+10,2.9904e+10,2.883e+09,1.648e+09,4.186e+09,3.837e+09,1.085e+09,"3M","Industrials","-13.8","16843.196","3.6",2,"10.1","2549.6",4.659e+09,27.7520113582584
"649",2012,"MMM",89.23,106.175,693900000,61916699082,4.283e+09,1.5693e+10,2.9611e+10,2.219e+09,1.461e+09,3.976e+09,3.416e+09,6.82e+08,"3M","Industrials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",4.444e+09,18.9902499159475
"650",2011,"MMM",93.13,89.73,708500000,65982602874,4.085e+09,1.3831e+10,2.6662e+10,3.377e+09,1.101e+09,3.707e+09,3.155e+09,1.269e+09,"3M","Industrials","97.1","15599.732","3.7",2.3,"15.4","2010.2",4.283e+09,-3.65081069472779
"651",2010,"MMM",83.85,92.585,713700000,59843743573,3.193e+09,1.2109e+10,2.3123e+10,3.04e+09,7.44e+08,3.36e+09,2.639e+09,6.13e+08,"3M","Industrials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",4.085e+09,10.417412045319
"652",2009,"MMM",50.65,82.635,700500000,35480326401,3.46e+09,1.3379e+10,2.5269e+10,1.849e+09,3.73e+08,3.325e+09,3.013e+09,1.552e+09,"3M","Industrials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",3.193e+09,63.1490621915104
"653",2008,"MMM",81.32,44.85,699200000,56858944000,4.096e+09,1.2735e+10,2.4462e+10,1.896e+09,5.79e+08,3.582e+09,2.852e+09,9.01e+08,"3M","Industrials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",3.46e+09,-44.8475159862272
"654",2007,"MMM",76.28,80.43,718300000,54791923282,3.851e+09,1.1713e+10,2.2923e+10,1.447e+09,4.71e+08,3.357e+09,2.601e+09,2.506e+09,"3M","Industrials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",4.096e+09,5.44048243314107
"655",2006,"MMM",75.84,75.52,747500000,56690397010,3.199e+09,1.0381e+10,2.1167e+10,1.072e+09,0,3.121e+09,2.162e+09,1.072e+09,"3M","Industrials","-25.4","13815.583","6.0",0,"0.2","1375.2",3.851e+09,-0.421940928270052
"656",2005,"MMM",85.12,75.39,764900000,65108290295,2.99e+09,9.958e+09,2.0011e+10,2.757e+09,0,3.311e+09,1.897e+09,2.094e+09,"3M","Industrials","5.2","13039.197","6.7",0.4,"2.1","1372.2",3.199e+09,-11.4309210526316
"657",2004,"MMM",81.05,85.97,780500000,63259527342,2.403e+09,9.285e+09,1.8232e+10,1.836e+09,0,3.162e+09,1.816e+09,1.202e+09,"3M","Industrials","71.8","12217.196","6.6",1.9,"5.5","1344.6",2.99e+09,6.07032695866749
"658",2003,"MMM",65.42,80.13,782800000,51210774434,1.974e+09,8.496e+09,1.6332e+10,6.18e+08,0,2.84e+09,1.931e+09,1.237e+09,"3M","Industrials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",2.403e+09,22.4854784469581
"659",2002,"MMM",57.63,63.64,7.8e+08,44951400780,1.43e+09,8.749e+09,1.6079e+10,6.16e+08,0,2.482e+09,2.091e+09,1.373e+09,"3M","Industrials","52.1","10929.108","3.3",2,"4.9","1196.7",1.974e+09,10.428596217248
"660",2001,"MMM",51.025,61.37,788600000,40238316577,1.782e+09,8.787e+09,1.6724e+10,3.02e+08,0,2.891e+09,2.312e+09,1.866e+09,"3M","Industrials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",1.43e+09,20.2743753062224
"661",2000,"MMM",45.9375,55.97,791400000,36354937500,1.763e+09,8.852e+09,1.5659e+10,3.87e+08,5.4e+07,2.778e+09,2.03e+09,1.13e+09,"3M","Industrials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",1.782e+09,21.8394557823129
"662",1999,"MMM",36.375,44.1925,8.04e+08,29245500000,1.175e+09,8.705e+09,1.5021e+10,2.11e+08,2.37e+08,2.666e+09,2.219e+09,1.492e+09,"3M","Industrials","65.9","9631.127","6.3",0.2,"2.0","1102.3",1.763e+09,21.4914089347079
"663",2021,"MRK",73.559158,0,2.53e+09,186104669740,7.067e+09,1.5485e+10,4.7994e+10,8.062e+09,0,7.851e+09,6.31e+09,6.431e+09,"Merck & Co.","Health Care","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"664",2020,"MRK",70.419846,70.849239,2530225827,178178113082.563,9.843e+09,1.4112e+10,4.684e+10,9.676e+09,7.74e+08,6.778e+09,5.978e+09,3.61e+09,"Merck & Co.","Health Care","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",7.067e+09,0.609761344834509
"665",2019,"MRK",79.484734,79.274806,2539016026,201813013448.347,6.22e+09,1.3509e+10,4.2294e+10,7.965e+09,8.99e+08,7.071e+09,5.44e+09,5.308e+09,"Merck & Co.","Health Care","19.3","21372.582","4.1",0.2,"4.5","3844.3",9.843e+09,-0.264111093332721
"666",2018,"MRK",50.830154,79.35114,2592559543,131780200824.86,2.394e+09,1.2775e+10,4.0122e+10,6.092e+09,2.406e+09,6.873e+09,5.096e+09,3.057e+09,"Merck & Co.","Health Care","-9.3","20527.159","5.4",0.4,"4.4","3680.4",6.22e+09,56.1103670864346
"667",2017,"MRK",60.562977,52.59542,2696611608,163314826793.237,3.92e+09,1.3891e+10,3.9807e+10,6.515e+09,7.826e+09,7.018e+09,4.866e+09,5.68e+08,"Merck & Co.","Health Care","1.7","19479.623","4.2",0.9,"8.5","3523.9",2.394e+09,-13.1558212536349
"668",2016,"MRK",51.240459,64.503818,2748731322,140846254606.957,4.442e+09,1.4934e+10,3.9498e+10,8.524e+09,4.903e+09,6.484e+09,4.7e+09,2.585e+09,"Merck & Co.","Health Care","180.4","18695.106","2.7",1,"7.5","3248.5",3.92e+09,25.8845436962225
"669",2015,"MRK",54.255726,50.677481,2781128073,150892122699.596,1.192e+10,1.6768e+10,4.2237e+10,7.441e+09,8.278e+09,6.626e+09,5.571e+09,2.704e+09,"Merck & Co.","Health Care","-3.7","18206.024","3.7",1.5,"7.3","3021.8",4.442e+09,-6.59514721082159
"670",2014,"MRK",53.78817,57.166029,2838140196,152658367346.281,4.404e+09,1.6954e+10,4.4033e+10,1.5621e+10,1.865e+09,7.184e+09,6.226e+09,4.521e+09,"Merck & Co.","Health Care","-49.1","17550.688","4.2",2.1,"10.4","2815.1",1.192e+10,6.27992921120016
"671",2013,"MRK",42.3187,55.07633,2927526714,123889133534,6.168e+09,1.6446e+10,4.7267e+10,1.3451e+10,2.69e+09,7.672e+09,6.535e+09,4.315e+09,"Merck & Co.","Health Care","-13.8","16843.196","3.6",2,"10.1","2549.6",4.404e+09,30.1465545964314
"672",2012,"MRK",36.74618,41.88931,3026635301,111217288592,6.272e+09,1.6871e+10,4.8047e+10,1.3531e+10,1.441e+09,8.261e+09,6.254e+09,1.99e+09,"Merck & Co.","Health Care","-40.8","16253.970","4.2",1.5,"15.2","2315.3",6.168e+09,13.996366425027
"673",2011,"MRK",31.55534,37.18511,3040838643,95954709428,8.61e+08,1.8396e+10,4.5987e+10,1.09e+10,1.301e+09,7.344e+09,5.868e+09,2.4e+09,"Merck & Co.","Health Care","97.1","15599.732","3.7",2.3,"15.4","2010.2",6.272e+09,17.8409422937607
"674",2010,"MRK",35.98282,32.06107,3.095e+09,111366834090,12901300000,9018900000,27428300000,9311400000,293100000,6602900000,8055300000,1379200000,"Merck & Co.","Health Care","-44.8","15048.970","3.9",2.5,"6.4","1742.6",8.61e+08,-10.8989512217219
"675",2009,"MRK",25.75382,36.65076,2108500000,54301923144,7808400000,5582500000,23850300000,4368300000,1118100000,3778900000,2283300000,2297100000,"Merck & Co.","Health Care","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",12901300000,42.3119366369727
"676",2008,"MRK",36.56488,23.4542,2135800000,78095279247,3275400000,6140700000,24197700000,5336100000,2894700000,3636200000,1.881e+09,1823600000,"Merck & Co.","Health Care","-96.5","14769.862","2.0",1.7,"4.5","1434.7",7808400000,-35.8559360785541
"677",2007,"MRK",42.94848,43.12977,2170500000,93219664988,4433800000,6001100000,2.2636e+10,5914700000,2798300000,3314800000,1769400000,1285100000,"Merck & Co.","Health Care","59.1","14474.227","4.8",0.3,"-0.2","1373.1",3275400000,0.422110398319095
"678",2006,"MRK",33.78817,43.06297,2177600000,73577118992,4631300000,5149600000,22011900000,9585300000,6052300000,2927300000,1658100000,2.972e+09,"Merck & Co.","Health Care","-25.4","13815.583","6.0",0,"0.2","1375.2",4433800000,27.4498441318367
"679",2005,"MRK",30.83015,34.44656,2.197e+09,67733846141,5813400000,4959800000,22938600000,2878800000,4211100000,3627700000,1898700000,2181200000,"Merck & Co.","Health Care","5.2","13039.197","6.7",0.4,"2.1","1372.2",4631300000,11.7301083517271
"680",2004,"MRK",42.73855,31.73664,2.219e+09,94836838012,6830900000,4315300000,22485900000,1.201e+09,2.972e+09,4023600000,2554700000,1.7e+09,"Merck & Co.","Health Care","71.8","12217.196","6.6",1.9,"5.5","1344.6",5813400000,-25.7423567247836
"681",2003,"MRK",53.05344,50.02481,2236700000,118664620301,7149500000,33053600000,51790300000,2.243e+09,2728200000,5423400000,3411800000,3669800000,"Merck & Co.","Health Care","-20.6","11456.450","4.8",2.4,"6.5","1274.1",6830900000,-5.70864019373673
"682",2002,"MRK",54.96183,51.10687,2257500000,124076331225,7281800000,28976500000,47715700000,2.144e+09,1142600000,5215400000,3579300000,4066700000,"Merck & Co.","Health Care","52.1","10929.108","3.3",2,"4.9","1196.7",7149500000,-7.01388581857627
"683",2001,"MRK",70.84924,61.08779,2288300000,162124306739,6821700000,21166200000,40363200000,2536800000,1717800000,5017900000,3021500000,3319300000,"Merck & Co.","Health Care","-53.7","10581.929","3.2",1.2,"3.3","1140.2",7281800000,-13.7777765858886
"684",2000,"MRK",63.69275,77.0229,2306900000,146932802668,5890500000,16706800000,3.2714e+10,2021900000,1180500000,4.089e+09,2846900000,2.859e+09,"Merck & Co.","Health Care","25.8","10250.952","6.4",-0.2,"0.1","1103.7",6821700000,20.9288341294732
"685",1999,"MRK",76.27624,58.06298,2.349e+09,179172880713,5248200000,13174600000,26898200000,2606200000,0,3374100000,2623900000,624200000,"Merck & Co.","Health Care","65.9","9631.127","6.3",0.2,"2.0","1102.3",5890500000,-23.8780254506515
"686",2021,"MS",78.220001,0,1.86e+09,145489201860,1.0996e+10,0,4.5269e+10,1.05654e+11,0,9.7737e+10,0,1.4144e+10,"Morgan Stanley","Financials","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"687",2020,"MS",31.620001,80.560004,1.603e+09,50686861603,9.042e+09,0,3.8926e+10,4.9659e+10,0,5.5646e+10,0,9.67e+09,"Morgan Stanley","Financials","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",1.0996e+10,154.775463163331
"688",2019,"MS",43.529999,47.83,1.617e+09,70388008383,8.748e+09,0,3.7714e+10,5.184e+10,0,5.3298e+10,0,8.317e+09,"Morgan Stanley","Financials","19.3","21372.582","4.1",0.2,"4.5","3844.3",9.042e+09,9.87824741277849
"689",2018,"MS",52.720001,43.65,1.708e+09,90045761708,6.111e+09,0,3.5852e+10,4.6164e+10,0,5.6187e+10,0,3.553e+09,"Morgan Stanley","Financials","-9.3","20527.159","5.4",0.4,"4.4","3680.4",8.748e+09,-17.2040986873274
"690",2017,"MS",42.709999,55.440002,1.78e+09,76023798220,5.979e+09,0,3.2711e+10,4.3381e+10,0,4.646e+10,0,2.37e+09,"Morgan Stanley","Financials","1.7","19479.623","4.2",0.9,"8.5","3523.9",6.111e+09,29.8056738423244
"691",2016,"MS",25.530001,47.560001,1.849e+09,47204971849,6.127e+09,0,3.3263e+10,8.5352e+10,0,4.5407e+10,0,3.608e+09,"Morgan Stanley","Financials","180.4","18695.106","2.7",1,"7.5","3248.5",5.979e+09,86.2906350845815
"692",2015,"MS",35.970001,26.69,1.909e+09,68666731909,3.467e+09,0,3.2469e+10,8.7397e+10,0,4.8961e+10,0,3.656e+09,"Morgan Stanley","Financials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",6.127e+09,-25.7992792382741
"693",2014,"MS",31.209999,36.640002,1.924e+09,60048038076,2.932e+09,0,3.0706e+10,9.8542e+10,0,5.7104e+10,0,6.375e+09,"Morgan Stanley","Financials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",3.467e+09,17.3982799550875
"694",2013,"MS",21.66,30.46,1.906e+09,41283960000,6.8e+07,0,2.4395e+10,7.7348e+10,0,6.4288e+10,0,2.779e+09,"Morgan Stanley","Financials","-13.8","16843.196","3.6",2,"10.1","2549.6",2.932e+09,40.6278855032318
"695",2012,"MS",19.81,22.63,1.886e+09,37361658114,4.11e+09,0,3.0626e+10,7.6255e+10,0,4.8669e+10,0,3.118e+09,"Morgan Stanley","Financials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",6.8e+07,14.2352347299344
"696",2011,"MS",27.26,19.39,1.655e+09,45115300000,4.703e+09,0,2.9649e+10,6.6498e+10,0,5.415e+10,0,3.762e+09,"Morgan Stanley","Financials","97.1","15599.732","3.7",2.3,"15.4","2010.2",4.11e+09,-28.8701393983859
"697",2010,"MS",29.2,29.02,1361363636,39751819533,1.346e+09,0,2.1677e+10,5.5703e+10,0,4.4477e+10,0,2.378e+09,"Morgan Stanley","Financials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",4.703e+09,-0.616438356164383
"698",2009,"MS",23.73,28.407,1193421053,28319881588,1.707e+09,0,2.0085e+10,1.37742e+11,0,4.5587e+10,0,1.0483e+10,"Morgan Stanley","Financials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1.346e+09,19.7092288242731
"699",2008,"MS",48.85,19.03,1028180275,50226604377,3.209e+09,0,2.637e+10,8.7206e+10,0,1.00683e+11,0,3.4495e+10,"Morgan Stanley","Financials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",1.707e+09,-61.0440122824974
"700",2007,"MS",78.69,56.91,1001878651,78837833051,7.472e+09,0,3.3308e+10,5.0171e+10,0,1.00264e+11,0,2.9092e+10,"Morgan Stanley","Financials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",3.209e+09,-27.6782310331681
"701",2006,"MS",63.25,76.17,1010254255,63898581629,4.939e+09,0,2.7345e+10,2.9414e+10,0,6.2146e+10,0,3.112e+10,"Morgan Stanley","Financials","-25.4","13815.583","6.0",0,"0.2","1375.2",7.472e+09,20.4268774703557
"702",2005,"MS",56.87,61.21,1049896047,59707587143,4.486e+09,0,2.469e+10,3.2811e+10,0,1.8508e+10,0,3.6303e+10,"Morgan Stanley","Financials","5.2","13039.197","6.7",0.4,"2.1","1372.2",4.939e+09,7.63144012660454
"703",2004,"MS",57.22,57.97,1080121708,61804565212,3.787e+09,0,2.2124e+10,2.9692e+10,0,9.912e+09,0,2.8386e+10,"Morgan Stanley","Financials","71.8","12217.196","6.6",1.9,"5.5","1344.6",4.486e+09,1.31073051380636
"704",2003,"MS",39.86,61.69,1076754740,42919445013,2.988e+09,0,2.0445e+10,2.9212e+10,0,7.142e+09,0,5.0789e+10,"Morgan Stanley","Financials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",3.787e+09,54.7666833918716
"705",2002,"MS",56.89,37.87,1083270783,61627273762,3.521e+09,0,2.2948e+10,2.6596e+10,0,1.1745e+10,0,3.2842e+10,"Morgan Stanley","Financials","52.1","10929.108","3.3",2,"4.9","1196.7",2.988e+09,-33.4329407628757
"706",2001,"MS",52.35,51.16,1086121508,56858458772,5.456e+09,0,2.7272e+10,1.8819e+10,0,7.359e+09,0,2.7754e+10,"Morgan Stanley","Financials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",3.521e+09,-2.27316141356257
"707",2000,"MS",85.375,64.43,1095858438,93558914144,4.791e+09,0,2.2538e+10,1.2325e+10,0,3.6922e+10,0,3.8242e+10,"Morgan Stanley","Financials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",5.456e+09,-24.5329428989751
"708",1999,"MS",49.96875,75.81,1096789720,54805211321,3.276e+09,0,1.7617e+10,1.6878e+10,0,2.6576e+10,0,2.8137e+10,"Morgan Stanley","Financials","65.9","9631.127","6.3",0.2,"2.0","1102.3",4.791e+09,51.7148217636023
"709",2021,"MSFT",242.350006,0,7.53e+09,1824895545180,4.4281e+10,4.6078e+10,1.43015e+11,1.3576e+10,1.22951e+11,3.2011e+10,1.895e+09,3.749e+09,"Microsoft","Information Technology","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"710",2020,"MSFT",152.110001,239.080002,7.61e+09,1157557107610,3.924e+10,4.291e+10,1.25843e+11,1.1356e+10,1.22463e+11,2.9524e+10,2.063e+09,5.516e+09,"Microsoft","Information Technology","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",4.4281e+10,57.1757283730476
"711",2019,"MSFT",119.019997,174.729993,7.673e+09,913240436981,1.6571e+10,3.8353e+10,1.1036e+11,1.1946e+10,1.21822e+11,2.6481e+10,2.662e+09,3.998e+09,"Microsoft","Information Technology","19.3","21372.582","4.1",0.2,"4.5","3844.3",3.924e+10,46.8072571031908
"712",2018,"MSFT",88.519997,114.289999,7.7e+09,681603976900,2.1204e+10,3.4261e+10,8.995e+10,7.663e+09,1.25318e+11,1.9792e+10,2.181e+09,1.0121e+10,"Microsoft","Information Technology","-9.3","20527.159","5.4",0.4,"4.4","3680.4",1.6571e+10,29.1120683160439
"713",2017,"MSFT",65.550003,94.469998,7.746e+09,507750323238,1.6798e+10,3.278e+10,8.532e+10,6.51e+09,1.0673e+11,1.8277e+10,2.251e+09,1.2904e+10,"Microsoft","Information Technology","1.7","19479.623","4.2",0.9,"8.5","3523.9",2.1204e+10,44.1189834880709
"714",2016,"MSFT",55.57,66.440002,7.925e+09,440392250000,1.2193e+10,3.3038e+10,9.358e+10,5.595e+09,9.0931e+10,1.7908e+10,2.902e+09,7.484e+09,"Microsoft","Information Technology","180.4","18695.106","2.7",1,"7.5","3248.5",1.6798e+10,19.5609177613821
"715",2015,"MSFT",40.720001,53.920002,8.177e+09,332967448177,2.2074e+10,2.6934e+10,8.6833e+10,8.669e+09,7.704e+10,1.9544e+10,2.66e+09,2e+09,"Microsoft","Information Technology","-3.7","18206.024","3.7",1.5,"7.3","3021.8",1.2193e+10,32.4165046066674
"716",2014,"MSFT",41.419998,45.060001,8.299e+09,343744563402,2.1863e+10,2.0249e+10,7.7849e+10,3.804e+09,7.3218e+10,1.7486e+10,1.938e+09,2.999e+09,"Microsoft","Information Technology","-49.1","17550.688","4.2",2.1,"10.4","2815.1",2.2074e+10,8.78803277585866
"717",2013,"MSFT",28.61,38.8,8.375e+09,239608758375,1.6978e+10,1.753e+10,7.3723e+10,6.938e+09,5.6102e+10,1.578e+10,1.137e+09,1.231e+09,"Microsoft","Information Technology","-13.8","16843.196","3.6",2,"10.1","2549.6",2.1863e+10,35.6169171618315
"718",2012,"MSFT",32.29,28.81,8.396e+09,271106848396,2.315e+10,1.5577e+10,6.9943e+10,9.61e+09,4.3162e+10,1.4987e+10,1.372e+09,0,"Microsoft","Information Technology","-40.8","16253.970","4.2",1.5,"15.2","2315.3",1.6978e+10,-10.7773304428616
"719",2011,"MSFT",25.48,33.01,8.49e+09,216325200000,1.876e+10,1.2395e+10,6.2484e+10,5.505e+09,3.1283e+10,1.3014e+10,7.4e+08,1e+09,"Microsoft","Information Technology","97.1","15599.732","3.7",2.3,"15.4","2010.2",2.315e+10,29.552590266876
"720",2010,"MSFT",29.16,26.74,8.813e+09,256987080000,1.4569e+10,1.2155e+10,5.8437e+10,6.076e+09,2.5371e+10,1.1192e+10,7.17e+08,2e+09,"Microsoft","Information Technology","-44.8","15048.970","3.9",2.5,"6.4","1742.6",1.876e+10,-8.29903978052127
"721",2009,"MSFT",19.31,29.54,8.945e+09,172727941055,1.7681e+10,1.1598e+10,6.042e+10,1.0339e+10,1.3323e+10,1.3589e+10,9.85e+08,0,"Microsoft","Information Technology","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",1.4569e+10,52.9777317452097
"722",2008,"MSFT",29.5,16.27,9.328e+09,2.75176e+11,1.4065e+10,1.0693e+10,5.1122e+10,6.111e+09,1.73e+10,1.1338e+10,1.127e+09,0,"Microsoft","Information Technology","-96.5","14769.862","2.0",1.7,"4.5","1434.7",1.7681e+10,-44.8474576271187
"723",2007,"MSFT",27.74,27.41,9.742e+09,270243080000,1.2599e+10,7.65e+09,4.4282e+10,6.714e+09,2.7447e+10,9.316e+09,1.478e+09,0,"Microsoft","Information Technology","59.1","14474.227","4.8",0.3,"-0.2","1373.1",1.4065e+10,-1.18961788031723
"724",2006,"MSFT",27.56,28.47,1.0438e+10,287671269562,1.2254e+10,6.2e+09,3.9788e+10,4.851e+09,3.29e+10,7.18e+09,4.91e+08,0,"Microsoft","Information Technology","-25.4","13815.583","6.0",0,"0.2","1375.2",1.2599e+10,3.30188679245283
"725",2005,"MSFT",24.12,27.47,1.0839e+10,261436690839,8.168e+09,6.716e+09,3.6835e+10,1.5982e+10,4.461e+10,5.89e+09,4.21e+08,0,"Microsoft","Information Technology","5.2","13039.197","6.7",0.4,"2.1","1372.2",1.2254e+10,13.8888888888889
"726",2004,"MSFT",25.08,28.52,1.0803e+10,270939240000,9.993e+09,5.686e+09,3.2187e+10,6.438e+09,4.261e+10,5.196e+09,6.4e+08,0,"Microsoft","Information Technology","71.8","12217.196","6.6",1.9,"5.5","1344.6",8.168e+09,13.7161084529506
"727",2003,"MSFT",24.35,26.86,1.0723e+10,2.61105e+11,7.829e+09,5.191e+09,2.8365e+10,3.016e+09,3.5636e+10,5.129e+09,6.73e+08,0,"Microsoft","Information Technology","-20.6","11456.450","4.8",2.4,"6.5","1274.1",9.993e+09,10.3080082135524
"728",2002,"MSFT",30.19,23.62,1.0812e+10,326414290812,7.346e+09,3.455e+09,2.5296e+10,3.922e+09,2.7678e+10,3.671e+09,0,0,"Microsoft","Information Technology","52.1","10929.108","3.3",2,"4.9","1196.7",7.829e+09,-21.7621729049354
"729",2001,"MSFT",27.90625,30.685,1.0682e+10,298094562500,9.421e+09,2.254e+09,2.2956e+10,4.846e+09,1.8952e+10,3.25e+09,0,0,"Microsoft","Information Technology","-53.7","10581.929","3.2",1.2,"3.3","1140.2",7.346e+09,9.95744680851063
"730",2000,"MSFT",45.4375,29.67969,1.0378e+10,471550375000,7.785e+09,1.804e+09,1.9747e+10,4.975e+09,1.2261e+10,2.245e+09,0,0,"Microsoft","Information Technology","25.8","10250.952","6.4",-0.2,"0.1","1103.7",9.421e+09,-34.6801870701513
"731",1999,"MSFT",46.34375,45.40625,1.0056e+10,466032750000,4.49e+09,1.73e+08,1.4484e+10,3.839e+09,0,1.46e+09,0,0,"Microsoft","Information Technology","65.9","9631.127","6.3",0.2,"2.0","1102.3",7.785e+09,-2.02292650033715
"732",2021,"ORCL",71.809998,0,2.79e+09,200349894420,1.0135e+10,7.938e+09,3.9068e+10,3.7239e+10,5.818e+09,5.551e+09,0,2.371e+09,"Oracle","Information Technology","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"733",2020,"ORCL",48.709999,67.129998,3.211e+09,156407806789,1.1083e+10,7.995e+09,3.9506e+10,2.0514e+10,1.7313e+10,5.134e+09,0,4.494e+09,"Oracle","Information Technology","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",1.0135e+10,37.8156423283852
"734",2019,"ORCL",54.580002,51.860002,3.634e+09,198343727268,3.825e+09,8.081e+09,3.9831e+10,2.162e+10,4.5641e+10,5.279e+09,0,4.491e+09,"Oracle","Information Technology","19.3","21372.582","4.1",0.2,"4.5","3844.3",1.1083e+10,-4.9835102607728
"735",2018,"ORCL",45.009998,53.269998,4.121e+09,185486201758,9.335e+09,7.469e+09,3.7728e+10,2.1784e+10,4.4294e+10,5.3e+09,3e+08,9.797e+09,"Oracle","Information Technology","-9.3","20527.159","5.4",0.4,"4.4","3680.4",3.825e+09,18.3514782648957
"736",2017,"ORCL",44.610001,50.469999,4.115e+09,183570154115,8.901e+09,7.479e+09,3.7047e+10,2.0152e+10,3.5973e+10,5.385e+09,2.12e+08,3.75e+09,"Oracle","Information Technology","1.7","19479.623","4.2",0.9,"8.5","3523.9",9.335e+09,13.1360633683913
"737",2016,"ORCL",41.16,43.519998,4.221e+09,173736360000,9.938e+09,7.532e+09,3.8226e+10,2.1716e+10,3.2652e+10,5.618e+09,3.14e+08,1.999e+09,"Oracle","Information Technology","180.4","18695.106","2.7",1,"7.5","3248.5",8.901e+09,5.73371720116619
"738",2015,"ORCL",42.939999,38.590002,4.404e+09,189107755596,1.0955e+10,7.236e+09,3.8275e+10,1.7769e+10,2.105e+10,6.087e+09,1.89e+08,1.508e+09,"Oracle","Information Technology","-3.7","18206.024","3.7",1.5,"7.3","3021.8",9.938e+09,-10.1304077813323
"739",2014,"ORCL",41.490002,44.509999,4.528e+09,187866729056,1.0925e+10,7.113e+09,3.718e+10,1.4613e+10,1.7603e+10,6.049e+09,2.4e+08,0,"Oracle","Information Technology","-49.1","17550.688","4.2",2.1,"10.4","2815.1",1.0955e+10,7.27885479494555
"740",2013,"ORCL",32.41,38.87,4.769e+09,154563290000,9.981e+09,7.858e+09,3.7121e+10,1.4955e+10,1.5721e+10,6.377e+09,1.58e+08,2.95e+09,"Oracle","Information Technology","-13.8","16843.196","3.6",2,"10.1","2549.6",1.0925e+10,19.932119716137
"741",2012,"ORCL",29.53,34.99,5.015e+09,1.48093e+11,8.547e+09,8.398e+09,3.5622e+10,1.6163e+10,1.2685e+10,6.628e+09,3.03e+08,1.15e+09,"Oracle","Information Technology","-40.8","16253.970","4.2",1.5,"15.2","2315.3",9.981e+09,18.4896715204876
"742",2011,"ORCL",34.02,30.07,5.048e+09,1.71733e+11,6.135e+09,5.764e+09,2.682e+10,9.914e+09,8.555e+09,5.585e+09,2.59e+08,3.145e+09,"Oracle","Information Technology","97.1","15599.732","3.7",2.3,"15.4","2010.2",8.547e+09,-11.6108171663727
"743",2010,"ORCL",25.46,31.87,5.014e+09,127656434986,5.593e+09,4.794e+09,2.3252e+10,8.995e+09,3.629e+09,4.43e+09,0,1.001e+09,"Oracle","Information Technology","-44.8","15048.970","3.9",2.5,"6.4","1742.6",6.135e+09,25.1767478397486
"744",2009,"ORCL",18.58,24.94,5.07e+09,94200600000,5.521e+09,4.981e+09,2.243e+10,8.262e+09,2.781e+09,5.799e+09,0,1.001e+09,"Oracle","Information Technology","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",5.593e+09,34.2303552206674
"745",2008,"ORCL",20.41,15.2,5.133e+09,104764530000,4.274e+09,4.191e+09,1.7996e+10,6.218e+09,8.02e+08,4.589e+09,0,1.358e+09,"Oracle","Information Technology","-96.5","14769.862","2.0",1.7,"4.5","1434.7",5.521e+09,-25.5267025967663
